sumario,materia,voces,texto,fallo
24956,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - INDEMNIZACION - PRINCIPIO PROTECTORIO,"Establecer de manera general la aplicación de una norma que data del año 2.000 para liquidar las indemnizaciones del sistema de riesgos del trabajo, implica, entre otras cosas, congelarlas en el tiempo sin considerar los avatares de la realidad económica, inflacionaria y salarial de los últimos veinte años, lo que puede resultar perjudicial en el caso particular. En ese sentido, un siniestro que afecta a la salud del trabajador en el cual se reconoce liquidar su crédito con el tope legal de una norma que data del año 2000 resulta perjudicial a sus derechos. Por lo tanto, deben aplicarse las mejoras introducidas por el decreto N° 1.694/09 (arts. 2 y 3) en relación a la supresión del tope indemnizatorio, ya que el tope que establece el decreto 1278/00 para el cálculo de las indemnizaciones por accidentes laborales resulta, en el presente caso, una solución regresiva e incompatible con los principios que informan nuestra materia. (Voto Dr. Palermo)",10000003019
24506,DERECHO DEL TRABAJO,DERECHO LABORAL - DIFERENCIAS SALARIALES - OBLIGACIONES DE LAS PARTES - OBLIGACIONES DEL ABOGADO - BUENA FE - RECHAZO DEL RECURSO,"La obligación de decir la verdad se impone desde que no es tan solo un precepto moral y de conducta, sino que existe como deber jurídico impuesto por las normas positivas. Dicho deber se registra en el art. 22 del CPCCYT donde se impone el deber de lealtad, buena fe y decir la verdad no solo a las partes y abogados sino también a los peritos y la facultad del juez de ordenar lo necesario para evitar una situación abusiva o la temeridad o malicia e incluso la facultad de fijar indemnización a caro de los responsables y remitir copia de la resolución al organismo a cargo de la matricula.",10000002811
24526,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - EXCLUSION DE LA TUTELA SINDICAL - DERECHO DE DEFENSA EN JUICIO - REGLAS DE LA SANA CRITICA - FALTA DE PRUEBA - RECHAZO DEL RECURSO,"El derecho de defensa comprende el derecho de ser oído, escuchado, que sus alegaciones sean tenidas en cuenta, sea admitirlas o rechazarlas, pero deben ser merituadas por el tribunal. La omisión de su tratamiento constituye vicio de arbitrariedad y afecta esencialmente el derecho de defensa en juicio como el debido proceso legal. Omitir es olvidar, ignorar o no considerar. La omisión revela la ignorancia de no considerar prueba decisiva.",10000002820
24527,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - DERECHO DE DEFENSA EN JUICIO - REGLAS DE LA SANA CRITICA - RECHAZO DEL RECURSO,"El sistema de la sana crítica racional establece la plena libertad de convencimiento de los jueces, a condición que las conclusiones a que se arribe sean fruto razonado y explicado de las pruebas en que se apoya. El juez es libre en la selección y valoración de las pruebas que se han de fundar su convencimiento, y en la de justificar por qué da mayor o menor mérito a una prueba que a otra, de modo que respecto de ello no se encuentra sujeto a la observancia de reglas prefijadas.",10000002821
24528,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - DERECHO DE DEFENSA EN JUICIO - INCONGRUENCIA - ADMISIBILIDAD DEL RECURSO,"La condena a una persona física como integrante de una sociedad de hecho, resulta improcedente, cuando ninguno de los dos - ni la sociedad ni el empleador - fueron debidamente demandados. El vicio de incongruencia que abre el recurso extraordinario produce violación del derecho de defensa en juicio, cuando la sentencia resuelve asuntos no planteados o se pronuncia sobre cuestiones no debatidas u omite tratar peticiones realizadas. Por ello el juzgador tiene la facultad y el deber de discurrir los conflictos litigiosos y dirimirlos según el derecho vigente calificando autónomamente la realidad fáctica y subsumiéndola en las normas jurídicas que la rigen.",10000002822
24529,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - MOROSIDAD DEL PROCESO - RECHAZO DEL RECURSO,"La obstrucción o dilación en los reclamos por accidentes de trabajo se traducen en la conducta de un empleador o demandado que dentro de un proceso judicial impide ? por desinterés o intencionalmente ? la posibilidad de satisfacer un crédito del trabajador, obligándolo a transitar las distintas instancias judiciales sin razón suficiente que lo justifique. Dicha conducta debe ser especialmente considerada frente a la omisión de auxilios indispensables o cuando sin fundamento y teniendo conciencia de la propia razón, se cuestionase la existencia de la relación laboral; se hiciesen valer actos cometidos en fraude del trabajador o se opusieren defensas manifiestamente incompatibles o contradictorias de hecho o de derecho",10000002823
24532,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - DERECHO DE DEFENSA EN JUICIO - THEMA DECIDENDUM - SENTENCIA ULTRA PETITA - ADMISIBILIDAD DEL RECURSO,"La sentencia ultra petita es la que decide la procedencia de los rubros pedidos por las partes, pero sin las limitaciones cuantitativas, o sea que puede ser más o menos de lo que las partes reclaman. Por tanto resolver ""ultra petita"" importa acordar al juez la potestad de incluir en la sentencia algo más de lo pedido, pero siempre y cuando no se altere la traba de la litis, por que incluir en el pronunciamiento cuestiones no articuladas por el actor en su demanda sería fallar ""extra petita"". El juez laboral puede reconocer beneficios mayores a los peticionados, sin apartarse del objeto de la controversia, ya que lo que no debe es modificar ni transformar los hechos invocados y probados, esto es sobre los que se traba la litis.",10000002825
24553,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO INDIRECTO - EXPRESION DE AGRAVIOS - REGLAS DE LA SANA CRITICA - LIBRE CONVICCION - RECHAZO DEL RECURSO,"El diferente modo de ponderación del material probatorio, más allá del acierto o error, no alcanza para configurar vicio de arbitrariedad, ya que para ello se exige que la valoración que se haga sea tan absurda que desdiga su contenido. En consecuencia la mera discrepancia valorativa no alcanza para sustentar un recurso extraordinario de inconstitucionalidad. El juez es soberano para decidir y definir cuales elementos de juicio apoyan la decisión, no estando obligado a considerar todos los rendidos, sino sólo los elementos para fundar apropiadamente la decisión, según la sana crítica racional y el juego de las libres convicciones",10000002838
24552,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - ASEGURADOR POR RIESGOS DEL TRABAJO - DERECHO DE DEFENSA EN JUICIO - PRESUNCION JURIS TANTUM - ADMISIBILIDAD DEL RECURSO,"En materia laboral el silencio de la aseguradora pasados los diez días de recibida la denuncia, genera en principio iuris tantum a favor del trabajador de que el siniestro laboral denunciado ocurre bajo el art. 6 del dec. 717/96. Dicha presunción abarca las circunstancias fácticas y jurídicas del siniestro que denuncia el trabajador. Dicha presunción no es absoluta, la ART debe probar que las circunstancias fácticas y jurídicas del hecho objeto de la denuncia son falsas o inexistentes, produciendo prueba que ataque los hechos base que configuran el derecho reclamado, no basta con la simple negativa general o específica al momento de contestar la demanda",10000002837
24562,DERECHO DEL TRABAJO,DERECHO LABORAL - DESPIDO INDIRECTO - SANA CRITICA RACIONAL - LLAMADO DE ATENCION - SANCIONES PROCESALES - SANCIONES DISCIPLINARIAS - RECHAZO DEL RECURSO,"Los jueces con el objeto de hacer efectivos los deberes que la norma adjetiva impone a los litigantes y auxiliares, se encuentran habilitados a testar palabras, devolver escritos injuriosos, indecorosos u ofensivos, aplicar correcciones, excluir de las audiencias, incluso la potestad de aplicar multas. Asimismo el llamado de atención es un ordenador del proceso, tiene la naturaleza de un acto preventivo, asimilable a la simple advertencia verbal y no constituye una sanción propiamente dicha. Por lo que la decisión de dictar un llamado de atención y ordenar el desglose de un escrito no conforma una respuesta disciplinaria, sino solo una conducta preventiva dictada dentro de las facultades que la ley adjetiva otorga.",10000002842
24564,DERECHO DEL TRABAJO,DERECHO LABORAL - INJURIA LABORAL - CARACTERISTICAS - ADMISIBILIDAD FORMAL - NATURALEZA JURIDICA - RECHAZO DEL RECURSO,"La configuración de la injuria laboral y sus condiciones de gravedad es materia reservada por la ley a la valoración prudencial de los jueces (art. 242 LCT) y en tal virtud adquiere carácter de discrecionalidad que la exime de su posible censura en la instancia extraordinaria, salvo el caso de arbitrariedad manifiesta o en aquellos casos excepcionales de absurdo evidente o violación de las leyes de la prueba. Asimismo cabe destacar la posibilidad de revisar el cumplimiento de los recaudos formales al momento de dictar sentencia, ya que toda admisión formal decidida con anterioridad es de naturaleza provisoria.",10000002844
24571,DERECHO DEL TRABAJO,DERECHO LABORAL - DESPIDO INDIRECTO - IN DUBIO PRO OPERARIO - RESPONSABILIDAD SOLIDARIA - IMPROCEDENCIA - RECHAZO DEL RECURSO,"En la instancia extraordinaria solo pueden pronunciarse cuestiones que han sido sometidas a conocimiento y decisión de la instancia de grado, con la plena vigencia y aseguramiento del ejercicio del derecho de defensa. Asimismo el principio in dubio pro operario establece que la duda favorece al trabajador, no se trata de que el Tribunal supla deficiencias probatorias, sino de valorar la prueba adecuada a las circunstancias y en aquellos casos de verdadera duda, volcar el resultado de la apreciación a favor del trabajador.",10000002847
24572,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO INDIRECTO - RESPONSABILIDAD SOLIDARIA - IMPROCEDENCIA - RECHAZO DEL RECURSO,"En los casos de análisis erróneo ? cuando el error es inexcusable ? ilógico o inequitativo del material fáctico, la omisión o meditación torcida de la prueba decisiva, relevante, esencial y conducente para la adecuada solución del litigio, hace que el fallo no sea una derivación razonada de lo alegado y probado en la causa, agraviando el art. 18 de la CN. Por ello los jueces no están obligados a ponderar una por una exhaustivamente todas las pruebas de autos, basta sólo las estimadas conducentes para fundar conclusiones. (Dr. Adaro)",10000002847
24573,DERECHO DEL TRABAJO,DERECHO LABORAL - DESPIDO INDIRECTO - IN DUBIO PRO OPERARIO - RESPONSABILIDAD SOLIDARIA - IMPROCEDENCIA - RECHAZO DEL RECURSO,"Deviene en absurdo responsabilizar a un sujeto por las deudas laborales que tengan las empresas que contraten aunque bienes o servicios sean necesarios o coadyuvantes para la actividad que desempeñen, porque en ese caso habría de responder por las deudas laborales de los proveedores de servicios. La solidaridad se produce cuando se trata de una actividad normal y especifica, entendiéndose aquella que se encuentra dentro de los límites del objeto actividad empresarial que se trate, representando una unidad técnica de ejecución y siendo inherente al proceso de producción o comercialización. Fuera de ello debe aplicarse el principio del efecto relativo y no hay responsabilidad alguna.",10000002847
24570,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO INDIRECTO - EMPRESA DE LIMPIEZA - HIGIENE Y SEGURIDAD DEL TRABAJO - RESPONSABILIDAD SOLIDARIA - IMPROCEDENCIA - ADMISIBILIDAD DEL RECURSO,"Respecto del control de cumplimiento de normas laborales e higiene y seguridad por parte de la CNEA no implica la aceptación de un régimen de solidaridad pasiva impuesto por el legislador para ""quienes cedan total o parcialmente a otros el establecimiento o explotación habilitado a su nombre, o contraten o subcontraten cualquiera sea el acto de origen, trabajo o servicios correspondientes a la actividad normal y específica"". Por lo que quien contrate un servicio de limpieza y realice los controles de las normas de higiene y seguridad, acepte un régimen de solidaridad y se encuentre en peor situación de quien omite toda consideración de control.",10000002846
24575,DERECHO DEL TRABAJO,DERECHO LABORAL - DESPIDO - CONCILIACION LABORAL - ADICIONAL POR RESCISION - PRINCIPIO DE IRRENUNCIABILIDAD - EXTINCION POR MUTUO ACUERDO - DIFERENCIAS SALARIALES - RECHAZO DEL RECURSO,"La extinción de la relación laboral por mutuo acuerdo se torna un medio común de uso frecuente en épocas de crisis económica general del país o de la empresa. El juez debe verificar que el acuerdo no resulte lesivo para el trabajador por violar el principio protectorio de irrenunciabilidad del art. 12 de la LCT. No obstante cuando una empresa firma acuerdos para reducir personal siendo la principal causa la aceptación del trabajador por la gratificación contenida en el mismo, dicho acuerdo encubre un despido sin causa, lo que resulta lesivo de los principios de los art. 12, 15 y 63 LCT a la luz de la evaluación efectuada por el juez de causa.",10000002849
24576,DERECHO DEL TRABAJO,DERECHO LABORAL - DESPIDO - DERECHO DE DEFENSA EN JUICIO - CARACTERISTICAS - VICIOS - IMPROCEDENCIA - RECHAZO DEL RECURSO,"Para que se configure la violación del derecho de defensa, es necesario que se trate de vicios de tal gravedad, que hagan imprescindibles por razones de orden público, su reparación por vía de ese recurso. Es decir, no basta una enumeración genérica, sino que el motivo debe estar claramente explicitado y encuadrar en alguno de los tres supuestos de indefensión contenidos en la nota del art. 150 del CPC es decir que, el recurrente no ha sido oído, no se le ha dado oportunidad de ofrecer prueba ? mientras ésta sea pertinente ? o se le han denegado los recursos procedentes. En consecuencia para calificar a una sentencia de arbitraria el error debe ser inexcusable ? ilógico o inequitativo del material fáctico, la omisión o valoración torcida de la prueba decisiva, relevante, esencial y conducente",10000002850
24578,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - RECURSO DE REPOSICION (PROCESAL) - PRESENTACION EXTEMPORANEA - ECONOMIA PROCESAL - RECHAZO DEL RECURSO,"El recurso deviene extemporáneo por haber sido interpuesto con anterioridad a la resolución por el tribunal de grado del recurso de reposición interpuesto contra idéntico decisorio. El quejoso priva al tribunal de grado de revisar en la instancia ordinaria la resolución cuestionada, por medio del recurso de reposición a través del cual podría obtener que el tribunal interviniente revocara o modificara el acto por contrario imperio. La normativa procesal le otorga al interesado la ocasión pertinente para la tutela del derecho que estima vulnerado, dando al a quo la posibilidad de emitir un pronunciamiento ulterior que concluya con el agravio producido. En consecuencia la necesidad de agotar los mecanismos procesales revisores responde a los principios de buen orden de los pleitos y economía procesal.",10000002852
24605,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO INDIRECTO - INSTANCIA EXTRAORDINARIA - OPORTUNIDAD PROCESAL - DERECHO DE DEFENSA EN JUICIO - RECHAZO DEL RECURSO,"Respecto al carácter restrictivo de la instancia recursiva extraordinaria, sólo puede pronunciarse sobre cuestiones que han sido sometidas a conocimiento y decisión de la instancia de grado, con la plena vigencia y aseguramiento del ejercicio del derecho de defensa. Por ello la medida en que el recurso interpuesto se dirige a obtener la condena de la empresa, a través de pretensiones que no fueron ventiladas en la instancia de grado, los agravios deben ser rechazados.",10000002866
24630,DERECHO DEL TRABAJO,DERECHO LABORAL - ACCIDENTES DE TRABAJO - CERTIFICADO MEDICO - VICIOS - FALTA DE PRUEBA - RECHAZO DEL RECURSO,"La contradicción que endilga a la sentencia basada en la privación de valor probatorio de los certificados psiquiátricos aportados por el trabajador y de la pericia psiquiátrica, tampoco resulta eficiente para resolver su agravio. La pericia médica queda descalificada por ausencia de los requisitos exigidos en el art. 183 apartado III del CPCC y T tornándola sin fundamentos objetivos y científicos que avalen sus conclusiones. En este sentido el impugnante pese a sus alegaciones no demuestra la configuración de los vicios esgrimidos, debiéndose tener presente que la tacha de arbitrariedad no procede si la inteligencia asignada por el a quo excede el marco de posibilidades que brindan las normas en juego.",10000002873
24633,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO INDIRECTO - INJURIA LABORAL - FALTA DE PRUEBA - RECHAZO DEL RECURSO,"A los efectos de verificar si las pruebas que se estiman omitidas o erróneamente valoradas resultan sustanciales al resultado del pleito, se utiliza el método lógico de inclusión hipotética, pues si consideradas dichas pruebas el resultado del decisorio puede modificarse, entonces se concluye en su esencialidad y consecuentemente en la descalificación de la sentencia. En definitiva ninguno de los equívocos señalados alcanza para despojar de virtualidad a la injuria invocada por la trabajadora al disolver el vínculo (negativa de ocupación frente al alta médica otorgada por la Aseguradora)",10000002875
24634,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - PRUEBA PERICIAL - REGLAS DE LA SANA CRITICA - INCAPACIDAD PARCIAL - ADMISIBILIDAD DEL RECURSO,"El juez conforme la sana crítica racional, puede apartarse fundadamente de una pericia médica si ésta sólo efectúa afirmaciones categóricas basadas en la anamnesis y examen físico del paciente, sin la existencia de estudio complementario comprobable en el expediente, careciendo de fundamentación mínima, limitándose a reiterar los dichos del trabajador en la demanda sin justificarlos científicamente ni aclarar en modo alguno la situación técnica de manera tal que el juzgador pueda analizarla, ni la forma en que el accidente pudo haber provocado las lesiones ni los posibles tratamientos para paliar los perjuicios sufridos ni justificar el supuesto tiempo de recuperación del trabajador, ni limitaciones que ésta sufre durante ese tiempo, luego de dicho lapso la incapacidad que queda es permanente",10000002876
24637,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - PRUEBA - REGLAS DE LA SANA CRITICA - RECHAZO DEL RECURSO,"La ponderación de los hechos o pruebas queda librada a la discrecionalidad y a la prudencia de los jueces, por lo que tratándose de la apreciación de situaciones de hechos están sustraídas de los recursos extraordinarios, salvo el supuesto de arbitrariedad extremo que no se ha acreditado. Por lo que el aspecto esencial del agravio vinculado a la razonabilidad del juicio valorativo y la oposición al criterio del tribunal de conocimiento, implica el ingreso en un ámbito de exclusiva facultad discrecional reservada a los jueces de grado, esgrimiendo fundamentos que traslucen un simple disenso con el razonamiento judicial y sustentados en la apreciación personal del reprochante, lo que obsta a la procedibilidad del remedio articulado.",10000002878
24641,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - FALTA DE PRUEBA - INCAPACIDAD MENTAL - RECURSO EXTRAORDINARIO DE INCONSTITUCIONALIDAD - ULTIMA RATIO - ADMISIBILIDAD DEL RECURSO,"En caso de orfandad de prueba para acreditar un daño material o moral derivado de una incapacidad psicológica, menos aún una adecuada relación causal con el hecho que denuncia como generador de la misma, la decisión del juzgador no puede solventarse únicamente en cálculos aritméticos para decidir la inconstitucionalidad de un precepto. La declaración de inconstitucionalidad es la última ratio de la actividad jurisdiccional y sólo justificable en aquellos casos en que la norma se encuentra expresamente reñida con el orden público, la moral y/o las buenas costumbres",10000002880
24671,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - TASAS DE INTERES - PRINCIPIO PROTECTORIO,"Si bien el art. 34 de la Ley 24.457 nada dice al respecto, no es posible efectuar una interpretación contraria al trabajador por el principio protectorio del art. 9 de la LCT, El capital es comprensivo de sus accesorios como son los intereses, desde la exigibilidad del crédito hasta su efectivo pago. Es indispensable que el trabajador no se vea afectado por el perjuicio de la liquidación de la aseguradora que él no eligió, que es decisión del empleador y que se encuentra bajo el control de la Superintendencia de Riesgos del Trabajo. Por lo que las sumas condenadas, en el límite de la actividad de gerenciamiento a su cargo, deben responder por los intereses de la forma en que han sido determinadas por el a quo y hasta su efectivo pago.",10000002890
24674,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - INDEMNIZACION - ADMISIBILIDAD DEL RECURSO,"La ponderación de los hechos o pruebas queda librada a la discrecionalidad y a la prudencia de los jueces, por lo que tratándose de la apreciación de situaciones de hechos están sustraídas de los recursos extraordinarios, salvo el supuesto de arbitrariedad. Por lo tanto cuando el juzgador. Por lo tanto cuando el juzgador se apoya en constancias probatorias y normas jurídicas queda descartada la tacha de arbitrariedad por voluntarismo, la que se configura únicamente cuando el razonamiento del juzgador aparece como caprichoso, ilógico o absurdo",10000002893
24675,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - RECURSO DE REPOSICION (PROCESAL) - RECHAZO DEL RECURSO,"El presente remedio extraordinario deviene extemporáneo, por haber sido presentado sin interposición del recurso de reposición contra idéntico decisorio. El quejo priva al tribunal de grado de revisar en la instancia ordinaria, la resolución cuestionada por medio del recurso de reposición a través del cual podría haber obtenido que el tribunal interviniente revocara o modificara el acto por contrario imperio. El pronunciamiento dictado en el ámbito del recurso de reposición adquiere la condición de definitivo cuando no repara aquel agravio y habilita, recién llegar a conocimiento de este Cuerpo por medio del recurso extraordinario.",10000002894
24676,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO INDIRECTO - VIATICOS - CARACTER NO REMUNERATORIO - RECHAZO DEL RECURSO,"El hecho de que un convenio colectivo de trabajo denomine ""viatico"" a una suma fija no sujeta a comprobantes de gastos y determine que esas sumas tendrán carácter no remunerativo no resulta suficiente para excluirlo del concepto genérico de remuneración del art. 103 de la LCT. La naturaleza jurídica de la institución debe analizarse por los elementos que la constituyen, con independencia del nombre que los particulares o el legislador le atribuyan sobre todo cuando cualquier limitación constitucional pretendiese ser ignorada bajo el ""ropaje jurídico"".",10000002895
24673,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - ACCIDENTE IN ITINERE - INDEMNIZACION - ADMISIBILIDAD DEL RECURSO,"En los accidentes in itinere el trabajador puede reclamar a aquel el trabajador puede reclamar cubiertos por la ley por accidentes de trabajo y obtener además de la indemnización tarifada, una reparación integral sin perjuicio de las compensaciones que puedan corresponder. En definitiva en los accidentes in itinere no resulta procedente el reclamo de naturaleza civil contra el empleador quien resulta ajeno a las circunstancias del accidente, ya que el suceso ocurre fuera de su ámbito de control, y se encuentra imposibilitado de adoptar medidas preventivas para evitarlos de allí la imposibilidad de atribuirle responsabilidad por ellos.",10000002892
24677,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - BUENA FE - DOCTRINA DE LOS ACTOS PROPIOS - RECHAZO DEL RECURSO,"La petición resulta incompatible con el principio cardinal de la buena fe, que informa y da fundamento a todo nuestro ordenamiento jurídico. Asimismo una de las derivaciones del principio es la doctrina de los actos propios según la cual a nadie le es lícito hacer valer un derecho en contradicción con la anterior conducta, pues aquel principio le impone un deber de coherencia que consiste en la necesidad de observar en el futuro la conducta que los actos anterior hacían prever. En consecuencia la ley no ampara el ejercicio de los derechos en forma contraria a la buena fe, siendo función de la judicatura ordenar lo necesario para evitar los efectos de ese obrar.",10000002896
24678,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - DOCTRINA DE LA ARBITRARIEDAD - PRUEBA - RECHAZO DEL RECURSO,"La arbitrariedad vinculada con la violación del derecho de defensa, debe quedar limitada a la situaciones excepcionales de clara denegación del mentado derecho o bien, cuando cabe asimilar la omisión arbitraria del examen de prueba fundamental, a la denegación de ofrecer y producir en el proceso una prueba decisiva y procedente, o por último cuando la prueba es interpretada de tal modo que decide el contenido mismo de una disposición.",10000002897
24679,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ENFERMEDAD ACCIDENTE - VICIOS - INCONSTITUCIONALIDAD - RECHAZO DEL RECURSO,"La conclusión a la que arriba la Alzada, más allá de su menor o mayor grado de acierto, no puede descalificarse por inconstitucional toda vez que, pese a sus alegaciones, no demuestra la impugnante la configuración de los vicios esgrimidos, debiéndose tener presente que la tacha de arbitrariedad no procede si la inteligencia asignada por el a quo no excede el marco de posibilidades que brindan las normas en juego.",10000002898
24681,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - INDEMNIZACION - TASAS DE INTERES - CONCESION PARCIAL DEL RECURSO,"El recurso extraordinario provincial resulta admitido parcialmente sólo en cuanto a la aplicación de la tasa de interés correspondiente. La tasa debe funcionar como un tope máximo, según cada caso concreto, iluminando la decisión con pautas de equidad y prudencia (valor real y actual del crédito, según art. 1°, ley 24.283, la capacidad económica del demandado, la vulnerabilidad social de la parte actora, la situación macro económica imperante, la razón probable y/o la buena fe en los litigantes y la duración del proceso, entre otras variables), honrando lo dispuesto por el art. 771 C.C. y C.N., pauta de prudencia y equidad, que puede y debe ser utilizada, aún de oficio, por los judicantes. En consecuencia la tasa de interés fijada en el precedente citado hasta el efectivo pago de la obligación, la que se encuentra vigente conforme a los datos proporcionados por la Oficina de Estadísticas del Poder Judicial de la Provincia de Mendoza, según lo informado por el Banco de la Nación Argentina sucursal Tribunales.",10000002900
24680,DERECHO DEL TRABAJO,RELACION DE DEPENDENCIA - DESPIDO - ACTA PROTOCOLAR - FALSIFICACION DE DOCUMENTOS - LEY DE ORGANIZACION DE LAS ASOCIACIONES SINDICALES - RECHAZO DEL RECURSO,"La pretensión del quejoso presenta dos ejes principales: se labra el acta extra protocolar de despido falseando sus declaraciones, pudiendo anularse dicha acta, y en consecuencia el despido se efectiviza con posterioridad a la notificación a la demandada de la candidatura del trabajador, por lo que le corresponde la indemnización a los términos de la ley de asociaciones sindicales. El instrumento público hace plena fe hasta que sea argüido de falso, por acción civil o criminal. En consecuencia dicho instrumento hace plena fe:?en cuanto que se ha realizado el acto, la fecha, el lugar y los hechos que el oficial público enuncia como cumplidos por él o ante él hasta que sea declarado falso en juicio civil o criminal.",10000002899
24682,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - ACCIDENTES DE TRABAJO - ERROR ESENCIAL (CIVIL) - VALOR PROBATORIO - VICIOS - REGLAS DE LA SANA CRITICA - RECHAZO DEL RECURSO,"El agravio luce genérico, pues no agrega elementos de peso que permitan descalificar la labor del a quo. Se ciñe a denunciar un perjuicio como consecuencia de la decisión del Tribunal. Cualquier error, la aplicación opinable o que pueda aparecer como discutible o poco convincente no constituye error, se requiere algo más: el error grave y manifiesto que conduzca a conclusiones claramente insostenibles o inconciliables con las constancias de la causa, extremo que no evidencia el quejoso . El diferente modo de ponderación del material probatorio, más allá del acierto o error, no alcanza para configurar el vicio de arbitrariedad, ya que para ello se exige que la valoración que se haga sea tan absurda que desdiga su contenido. Este principio reconoce mayor fuerza en el ámbito del proceso laboral, donde el juzgador está facultado para valorar el factum y las pruebas conforme al sistema de la sana crítica racional.",10000002901
24683,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO INDIRECTO - APRECIACION DEL JUEZ - INJURIAS - FALTA DE PRUEBA - CONCESION PARCIAL DEL RECURSO,"Las conclusiones que en ejercicio de sus atribuciones los jueces de grado formulen no son revisables en la instancia extraordinaria, salvo que se acredite la existencia de una absurda apreciación de los hechos y las pruebas de la causa, o que se demuestre que la valoración de la injuria invocada fue efectuada por el juzgador sin la prudencia que la ley exige. Por lo tanto, la falta de acreditación de arbitrariedad o irrazonabilidad en la sentencia impugnada, hace que la misma se mantenga como acto jurisdiccional válido en el aspecto analizado. El planteo de la recurrente en torno a la causal de despido no pasa de ser una mera discrepancia valorativa subjetiva de quien resulta perdidoso en la contienda. Por lo expuesto, el despido resulta injustificado, no siendo suficiente la diferente valoración de la declaración del testigo que propone el recurrente para sostener lo contrario.",10000002902
24842,DERECHO DEL TRABAJO,DERECHO LABORAL - DERECHO DE TRABAJAR - IGUAL REMUNERACION POR IGUAL TAREA - ESCALAFON - CARRERA ADMINISTRATIVA - SITUACIONES DE REVISTA,"El derecho a estar correctamente encasillado, se relaciona con el derecho que tie - ne todo trabajador a igual remuneración por igual tarea, puesto que debe ser remunerado conforme a su ubicación en el respectivo escalafón o régimen que corresponda al carácter de su empleo, de modo que a igual situación de revista y de modalidades de la prestación de servicios, goza de idénticas remuneraciones cualquiera sea el organismo en que actúe.",10000002964
24778,DERECHO DEL TRABAJO,DERECHO LABORAL - RELACION DE DEPENDENCIA - DESPIDO - FACULTADES DEL JUEZ - APRECIACION DEL JUEZ - RECHAZO DEL RECURSO,"Se reconoce la facultad privativa del juzgador en la valoración probatoria, salvo arbitrariedad o absurdo que justifiquen su apartamiento. El juzgador es libre en la selección y valoración de las pruebas que han de fundar su convencimiento y en la determinación de los hechos que con ellas se demuestran, sin que tenga el deber de justificar por qué da mayor o menor mérito a una prueba que a otra, de modo que respecto de ello no se encuentra sujeto a la observancia de reglas prefijadas. La doctrina de la arbitrariedad es de carácter excepcional y no autoriza al tribunal a sustituir el criterio de los jueces de las instancias ordinarias por el suyo propio. Para su procedencia exige un apartamiento inequívoco de las normas que rigen el caso o una absoluta falta de fundamentación.",10000002924
